Switch ip = 172.23.13.6
sh mac address-table | exclude Po
          Mac Address Table
-------------------------------------------

----    -----------       --------    -----
 All    0100.0ccc.cccc    STATIC      CPU
 All    0100.0ccc.cccd    STATIC      CPU
 All    0180.c200.0000    STATIC      CPU
 All    0180.c200.0001    STATIC      CPU
 All    0180.c200.0002    STATIC      CPU
 All    0180.c200.0003    STATIC      CPU
 All    0180.c200.0004    STATIC      CPU
 All    0180.c200.0005    STATIC      CPU
 All    0180.c200.0006    STATIC      CPU
 All    0180.c200.0007    STATIC      CPU
 All    0180.c200.0008    STATIC      CPU
 All    0180.c200.0009    STATIC      CPU
 All    0180.c200.000a    STATIC      CPU
 All    0180.c200.000b    STATIC      CPU
 All    0180.c200.000c    STATIC      CPU
 All    0180.c200.000d    STATIC      CPU
 All    0180.c200.000e    STATIC      CPU
 All    0180.c200.000f    STATIC      CPU
 All    0180.c200.0010    STATIC      CPU
 All    ffff.ffff.ffff    STATIC      CPU
 105    08aa.8995.06f8    DYNAMIC     Gi0/12
 105    3464.a919.4561    DYNAMIC     Gi0/8
 105    881d.fc57.a997    DYNAMIC     Gi0/8
 105    881d.fc63.b618    DYNAMIC     Gi0/8
 105    a0ec.f916.e498    DYNAMIC     Gi0/8
 105    a0ec.f935.d818    DYNAMIC     Gi0/8
 105    a0ec.f935.d898    DYNAMIC     Gi0/8
 105    a0ec.f935.db17    DYNAMIC     Gi0/8
 105    a0ec.f9af.ff17    DYNAMIC     Gi0/8
 105    d4ca.6dea.28cf    DYNAMIC     Gi0/24
 106    08aa.8995.084e    DYNAMIC     Gi0/13
 106    3464.a919.4561    DYNAMIC     Gi0/8
 106    881d.fc57.a997    DYNAMIC     Gi0/8
 106    881d.fc63.b618    DYNAMIC     Gi0/8
 106    a0ec.f916.e498    DYNAMIC     Gi0/8
 106    a0ec.f935.d818    DYNAMIC     Gi0/8
 106    a0ec.f935.d898    DYNAMIC     Gi0/8
 106    a0ec.f935.db17    DYNAMIC     Gi0/8
 106    a0ec.f9af.ff17    DYNAMIC     Gi0/8
 106    d4ca.6dea.28cf    DYNAMIC     Gi0/24
 470    0000.5e00.0101    DYNAMIC     Gi0/24
 470    0000.5e00.0133    DYNAMIC     Gi0/24
 470    24e9.b334.9600    DYNAMIC     Gi0/24
 470    24e9.b396.2380    DYNAMIC     Gi0/24
 470    2c44.fd93.16dc    DYNAMIC     Gi0/24
 470    2cc8.1b2c.e51f    DYNAMIC     Gi0/24
 470    3464.a919.4561    DYNAMIC     Gi0/8
 470    4061.8692.da8e    DYNAMIC     Gi0/24
 470    6805.caf2.1aba    DYNAMIC     Gi0/8
 470    7427.eae9.5f05    DYNAMIC     Gi0/17
 470    881d.fc57.a997    DYNAMIC     Gi0/8
 470    881d.fc63.b618    DYNAMIC     Gi0/8
 470    9440.c921.d638    DYNAMIC     Gi0/8
 470    a0ec.f916.e498    DYNAMIC     Gi0/8
 470    a0ec.f935.d818    DYNAMIC     Gi0/8
 470    a0ec.f935.d898    DYNAMIC     Gi0/8
 470    a0ec.f935.db17    DYNAMIC     Gi0/8
 470    a0ec.f9af.ff17    DYNAMIC     Gi0/8
 470    a45d.36c5.9e70    DYNAMIC     Gi0/19
 470    c4ad.3412.943c    DYNAMIC     Gi0/18
 470    c4ad.3452.be71    DYNAMIC     Gi0/10
 470    c4ad.3453.b9e4    DYNAMIC     Gi0/9
 470    d4ca.6d1a.7230    DYNAMIC     Gi0/15
 470    d4ca.6dea.28cf    DYNAMIC     Gi0/24
 470    dc2c.6ebd.3ceb    DYNAMIC     Gi0/24
 470    eceb.b888.fb50    DYNAMIC     Gi0/23
 470    eceb.b897.18c4    DYNAMIC     Gi0/22
 104    0000.5e00.013a    DYNAMIC     Gi0/24
 104    2892.4a88.765d    DYNAMIC     Gi0/11
 104    3400.a307.ded0    DYNAMIC     Gi0/11
 104    881d.fc57.a997    DYNAMIC     Gi0/8
 104    881d.fc63.b618    DYNAMIC     Gi0/8
 104    a0ec.f916.e498    DYNAMIC     Gi0/8
 104    a0ec.f935.d818    DYNAMIC     Gi0/8
 104    a0ec.f935.d898    DYNAMIC     Gi0/8
 104    a0ec.f935.db17    DYNAMIC     Gi0/8
 104    a0ec.f9af.ff17    DYNAMIC     Gi0/8
 104    c4ad.3412.943c    DYNAMIC     Gi0/18
 104    c4ad.3452.be71    DYNAMIC     Gi0/10
 104    c4ad.3453.b9e4    DYNAMIC     Gi0/9
 101    0000.5e00.0137    DYNAMIC     Gi0/24
 101    0009.1804.5a16    DYNAMIC     Gi0/24
 101    0009.1804.5a17    DYNAMIC     Gi0/24
 101    0009.1804.5a19    DYNAMIC     Gi0/24
 101    0009.1804.5a1b    DYNAMIC     Gi0/24
 101    0009.1804.5a1d    DYNAMIC     Gi0/24
 101    0009.1804.5a26    DYNAMIC     Gi0/24
 101    0009.1804.5a27    DYNAMIC     Gi0/24
 101    0009.1804.5a28    DYNAMIC     Gi0/24
 101    0009.1804.5a29    DYNAMIC     Gi0/24
 101    0009.1804.5a2a    DYNAMIC     Gi0/24
 101    0009.1804.5a2b    DYNAMIC     Gi0/24
 101    0009.1804.5a2c    DYNAMIC     Gi0/24
 101    0009.1804.5a2d    DYNAMIC     Gi0/24
 101    0009.1804.5a40    DYNAMIC     Gi0/24
 101    0009.1804.5a41    DYNAMIC     Gi0/24
 101    0009.1804.5a42    DYNAMIC     Gi0/24
 101    0009.1804.5a43    DYNAMIC     Gi0/24
 101    0009.1804.5a44    DYNAMIC     Gi0/24
 101    0009.1804.5a46    DYNAMIC     Gi0/24
 101    0009.1804.5a47    DYNAMIC     Gi0/24
 101    0009.1804.6521    DYNAMIC     Gi0/24
 101    0009.1804.6522    DYNAMIC     Gi0/24
 101    0009.1804.6523    DYNAMIC     Gi0/24
 101    0009.1804.6524    DYNAMIC     Gi0/24
 101    0009.1804.6525    DYNAMIC     Gi0/24
 101    0009.1804.6526    DYNAMIC     Gi0/24
 101    0009.1804.6527    DYNAMIC     Gi0/24
 101    0009.1804.6528    DYNAMIC     Gi0/24
 101    0016.6c81.8273    DYNAMIC     Gi0/24
 101    0016.6c82.802b    DYNAMIC     Gi0/24
 101    0016.6c83.537a    DYNAMIC     Gi0/24
 101    0016.6ca7.53a8    DYNAMIC     Gi0/24
 101    24e9.b334.9600    DYNAMIC     Gi0/24
 101    881d.fc57.a997    DYNAMIC     Gi0/8
 101    881d.fc63.b618    DYNAMIC     Gi0/8
 101    a0ec.f916.e498    DYNAMIC     Gi0/8
 101    a0ec.f935.d818    DYNAMIC     Gi0/8
 101    a0ec.f935.d898    DYNAMIC     Gi0/8
 101    a0ec.f935.db17    DYNAMIC     Gi0/8
 101    a0ec.f9af.ff17    DYNAMIC     Gi0/8
 107    0c37.4783.ed52    DYNAMIC     Gi0/14
 107    3464.a919.4561    DYNAMIC     Gi0/8
 107    881d.fc57.a997    DYNAMIC     Gi0/8
 107    881d.fc63.b618    DYNAMIC     Gi0/8
 107    a0ec.f916.e498    DYNAMIC     Gi0/8
 107    a0ec.f935.d818    DYNAMIC     Gi0/8
 107    a0ec.f935.d898    DYNAMIC     Gi0/8
 107    a0ec.f935.db17    DYNAMIC     Gi0/8
 107    a0ec.f9af.ff17    DYNAMIC     Gi0/8
 107    c6a3.e9db.2af5    DYNAMIC     Gi0/8
 107    d4ca.6dea.28cf    DYNAMIC     Gi0/24
   1    24e9.b311.0a18    DYNAMIC     Gi0/24
   1    2852.6148.6199    DYNAMIC     Gi0/7
   1    7079.b345.b882    DYNAMIC     Gi0/8
   1    c4ad.3412.943c    DYNAMIC     Gi0/18
   1    c4ad.3452.be71    DYNAMIC     Gi0/10
   1    c4ad.3453.b9e4    DYNAMIC     Gi0/9
   1    d4ca.6dea.28cf    DYNAMIC     Gi0/24
   2    24e9.b334.9600    DYNAMIC     Gi0/24
   2    24e9.b396.2380    DYNAMIC     Gi0/24
   2    2852.6148.61c1    DYNAMIC     Gi0/7
   2    5cba.2c3c.e0c4    DYNAMIC     Gi0/8
   2    881d.fc57.a997    DYNAMIC     Gi0/8
   2    881d.fc63.b618    DYNAMIC     Gi0/8
   2    a0ec.f916.e498    DYNAMIC     Gi0/8
   2    a0ec.f935.d818    DYNAMIC     Gi0/8
   2    a0ec.f935.d898    DYNAMIC     Gi0/8
   2    a0ec.f935.db17    DYNAMIC     Gi0/8
   2    a0ec.f9af.ff17    DYNAMIC     Gi0/8
   2    c4ad.3453.b9e4    DYNAMIC     Gi0/9
   2    d4ca.6dea.28cf    DYNAMIC     Gi0/24
   3    0000.5e00.010c    DYNAMIC     Gi0/24
   3    0021.a1ac.0642    DYNAMIC     Gi0/24
   3    0022.0c74.c242    DYNAMIC     Gi0/24
   3    0025.46e8.bc41    DYNAMIC     Gi0/24
   3    04da.d220.d241    DYNAMIC     Gi0/8
   3    24e9.b311.0a42    DYNAMIC     Gi0/24
   3    24e9.b334.9600    DYNAMIC     Gi0/24
   3    24e9.b396.2380    DYNAMIC     Gi0/24
   3    28ac.9ee7.7ee7    DYNAMIC     Gi0/8
   3    6c03.09e5.9b41    DYNAMIC     Gi0/24
   3    7079.b345.b8e7    DYNAMIC     Gi0/8
   3    7845.5802.3b63    DYNAMIC     Gi0/8
   3    881d.fc57.a997    DYNAMIC     Gi0/8
   3    881d.fc57.a9e7    DYNAMIC     Gi0/8
   3    881d.fc63.b618    DYNAMIC     Gi0/8
   3    881d.fc63.b667    DYNAMIC     Gi0/8
   3    9077.ee34.a9e7    DYNAMIC     Gi0/8
   3    9cb6.540d.7476    DYNAMIC     Gi0/8
   3    a0ec.f916.e498    DYNAMIC     Gi0/8
   3    a0ec.f916.e4e7    DYNAMIC     Gi0/8
   3    a0ec.f935.d818    DYNAMIC     Gi0/8
   3    a0ec.f935.d867    DYNAMIC     Gi0/8
   3    a0ec.f935.d898    DYNAMIC     Gi0/8
   3    a0ec.f935.d8e7    DYNAMIC     Gi0/8
   3    a0ec.f935.db17    DYNAMIC     Gi0/8
   3    a0ec.f935.db67    DYNAMIC     Gi0/8
   3    a0ec.f9af.ff17    DYNAMIC     Gi0/8
   3    a0ec.f9af.ff67    DYNAMIC     Gi0/8
   3    d4ca.6dea.28cf    DYNAMIC     Gi0/24
   3    fcfb.fb1c.0741    DYNAMIC     Gi0/8
 102    0000.5e00.010b    DYNAMIC     Gi0/24
 102    0000.5e00.0134    DYNAMIC     Gi0/24
 102    24e9.b334.9600    DYNAMIC     Gi0/24
 102    5cd0.6e35.7741    DYNAMIC     Gi0/8
 102    881d.fc57.a997    DYNAMIC     Gi0/8
 102    881d.fc63.b618    DYNAMIC     Gi0/8
 102    a0ec.f916.e498    DYNAMIC     Gi0/8
 102    a0ec.f935.d818    DYNAMIC     Gi0/8
 102    a0ec.f935.d898    DYNAMIC     Gi0/8
 102    a0ec.f935.db17    DYNAMIC     Gi0/8
 102    a0ec.f9af.ff17    DYNAMIC     Gi0/8
 102    c4ad.3412.943c    DYNAMIC     Gi0/18
 102    c4ad.3452.be71    DYNAMIC     Gi0/10
 102    c4ad.3453.b9e4    DYNAMIC     Gi0/9
 102    d4ca.6dea.28cf    DYNAMIC     Gi0/24
 103    0000.5e00.013b    DYNAMIC     Gi0/24
 103    881d.fc57.a997    DYNAMIC     Gi0/8
 103    881d.fc63.b618    DYNAMIC     Gi0/8
 103    a0ec.f916.e498    DYNAMIC     Gi0/8
 103    a0ec.f935.d818    DYNAMIC     Gi0/8
 103    a0ec.f935.d898    DYNAMIC     Gi0/8
 103    a0ec.f935.db17    DYNAMIC     Gi0/8
 103    a0ec.f9af.ff17    DYNAMIC     Gi0/8
 103    c4ad.3412.943c    DYNAMIC     Gi0/18
 103    c4ad.3452.be71    DYNAMIC     Gi0/10
 103    c4ad.3453.b9e4    DYNAMIC     Gi0/9
 121    0008.9bfa.d484    DYNAMIC     Gi0/24
 121    000c.2980.9d4b    DYNAMIC     Gi0/24
 121    000c.29a0.f935    DYNAMIC     Gi0/24
 121    001b.0d50.e141    DYNAMIC     Gi0/24
 121    001e.140b.ce41    DYNAMIC     Gi0/24
 121    001e.49cd.39c2    DYNAMIC     Gi0/24
 121    0022.0cd0.30c1    DYNAMIC     Gi0/24
 121    0023.341a.5741    DYNAMIC     Gi0/24
 121    0023.341a.6741    DYNAMIC     Gi0/24
 121    1866.dab2.5d0c    DYNAMIC     Gi0/24
 121    2037.060e.3ec1    DYNAMIC     Gi0/24
 121    24e9.b396.2380    DYNAMIC     Gi0/24
 121    2852.6172.db41    DYNAMIC     Gi0/24
 121    2c0b.e9dd.ca41    DYNAMIC     Gi0/24
 121    2c54.2dac.06f0    DYNAMIC     Gi0/24
 121    30e1.7168.e368    DYNAMIC     Gi0/24
 121    30e1.716b.a5f4    DYNAMIC     Gi0/24
 121    30e1.716b.a5fc    DYNAMIC     Gi0/24
 121    30e1.716b.a6a8    DYNAMIC     Gi0/24
 121    30e1.716b.b568    DYNAMIC     Gi0/24
 121    30e1.716b.b5b0    DYNAMIC     Gi0/24
 121    30e1.716b.b5c8    DYNAMIC     Gi0/24
 121    30e1.716b.b5d8    DYNAMIC     Gi0/24
 121    30e1.716b.c558    DYNAMIC     Gi0/24
 121    30e1.716d.fcdc    DYNAMIC     Gi0/24
 121    484d.7eb9.7124    DYNAMIC     Gi0/24
 121    484d.7eb9.71ca    DYNAMIC     Gi0/24
 121    484d.7eb9.7287    DYNAMIC     Gi0/24
 121    484d.7eb9.72e1    DYNAMIC     Gi0/24
 121    5057.a8f5.8d58    DYNAMIC     Gi0/24
 121    509a.4c5f.4b87    DYNAMIC     Gi0/24
 121    6c3b.6b4a.d99c    DYNAMIC     Gi0/24
 121    707c.6997.cc48    DYNAMIC     Gi0/24
 121    8018.44e3.8554    DYNAMIC     Gi0/24
 121    8018.44e3.8960    DYNAMIC     Gi0/24
 121    881d.fc57.a997    DYNAMIC     Gi0/8
 121    881d.fc63.b618    DYNAMIC     Gi0/8
 121    906c.acb3.b72b    DYNAMIC     Gi0/24
 121    98f2.b38d.8535    DYNAMIC     Gi0/24
 121    98f2.b38d.8539    DYNAMIC     Gi0/24
 121    a036.9fe8.d3ef    DYNAMIC     Gi0/24
 121    a0ec.f916.e498    DYNAMIC     Gi0/8
 121    a0ec.f935.d818    DYNAMIC     Gi0/8
 121    a0ec.f935.d898    DYNAMIC     Gi0/8
 121    a0ec.f935.db17    DYNAMIC     Gi0/8
 121    a0ec.f9af.ff17    DYNAMIC     Gi0/8
 121    a4b2.39db.94c1    DYNAMIC     Gi0/24
 121    a4b4.39e9.ad41    DYNAMIC     Gi0/24
 121    a4b4.39e9.c7c1    DYNAMIC     Gi0/24
 121    c4b9.cd79.b041    DYNAMIC     Gi0/24
 121    d094.661f.bc68    DYNAMIC     Gi0/24
 121    d094.661f.bc6c    DYNAMIC     Gi0/24
 121    eceb.b85d.6b23    DYNAMIC     Gi0/24
 121    f44d.3096.247d    DYNAMIC     Gi0/24
 122    001b.4f3b.fb57    DYNAMIC     Gi0/24
 122    001b.4f3b.fc4d    DYNAMIC     Gi0/24
 122    001b.4f3b.fca2    DYNAMIC     Gi0/24
 122    001b.4f3b.fcba    DYNAMIC     Gi0/24
 122    001b.4f3b.fce8    DYNAMIC     Gi0/24
 122    24e9.b396.2380    DYNAMIC     Gi0/24
 122    6c3b.6b4a.d99c    DYNAMIC     Gi0/24
 122    7038.eecc.1c1f    DYNAMIC     Gi0/24
 122    881d.fc57.a997    DYNAMIC     Gi0/8
 122    881d.fc63.b618    DYNAMIC     Gi0/8
 122    a009.ed05.3ac4    DYNAMIC     Gi0/24
 122    a009.ed05.b493    DYNAMIC     Gi0/24
 122    a009.ed05.b495    DYNAMIC     Gi0/24
 122    a009.ed05.b49a    DYNAMIC     Gi0/24
 122    a009.ed05.b4a0    DYNAMIC     Gi0/24
 122    a009.ed05.b4a1    DYNAMIC     Gi0/24
 122    a009.ed05.b4a3    DYNAMIC     Gi0/24
 122    a009.ed05.b4a4    DYNAMIC     Gi0/24
 122    a009.ed05.b4ab    DYNAMIC     Gi0/24
 122    a009.ed05.b4ad    DYNAMIC     Gi0/24
 122    a009.ed05.b4b1    DYNAMIC     Gi0/24
